,dataset,subset,transform,group,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05,best_r,best_eta,kstest_stat_best,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma,orientation,channel,github_plot,dataset_type,hull,best_beta,best_1/beta,kstest_stat_cutoff_0.10,kstest_stat_cutoff_0.20,beat_all_priors
165,coco,indoor,wavelet,3,1529.7378,1423.6766,1639.9105,2.8596635,2.275824,3.5287774,641.0,20.0,-1.1,0.0623571940357107,0.0169288482553685,20.0,-1.1,0.0623571940357107,24.6464,0.0867124,2.01565e-42,21.0977,0.0749932,7.932100000000002e-32,17.8982,0.078962,3.0494100000000007e-35,3.9381977e-22,horizontal,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_3.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB3D77750>,0.019999999999999997,50.00000000000001,0.0480756544308938,0.04211083194304939,1
166,coco,indoor,wavelet,4,339.4857,316.21985,363.47443,5.235465,4.50357,6.032421,2566.0,2.1,-1.2,0.0659632017975523,0.0084710035603814,1.62,-1.2,0.0658638101260088,8.47876,0.101546,7.64588e-231,6.72156,0.0872888,1.3876199999999994e-170,5.53597,0.0909581,3.2356699999999993e-185,3.076286899999998e-97,horizontal,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_4.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB3715890>,0.1851851851851852,5.3999999999999995,0.02409474023421243,0.021112286409060207,1
167,coco,indoor,wavelet,5,63.58722,58.617455,68.78918,7.750703,6.729813,8.848345,10265.0,0.9,-1.3,0.0903199999999998,0.004237135996393,0.8,-1.26,0.0903199999999997,2.55819,0.118163,0.0,1.94093,0.105658,0.0,1.54126,0.107471,0.0,0.0,horizontal,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_5.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB3D74AD0>,0.3,3.3333333333333335,0.012063182052325292,0.010571876777302557,1
168,coco,indoor,wavelet,6,11.852705,10.731796,13.030606,12.358775,10.602479,14.330383,41062.0,0.3,-1.3,0.1251899999999998,0.0021189752192853,0.3,-1.3,0.1251899999999998,0.69364,0.133672,0.0,0.489625,0.126677,0.0,0.377161,0.127262,0.0,0.0,horizontal,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_6.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EA8DCE250>,0.6666666666666665,1.5000000000000004,0.006035523390258464,0.005289870008582608,1
169,coco,indoor,wavelet,7,2.146013,1.9083741,2.4043765,17.992706,14.9841585,21.382133,164249.0,0.3,-1.3,0.1606499999999998,0.001059589248124,0.3,-1.3,0.1606499999999998,0.186787,0.160656,0.0,0.124154,0.160653,0.0,0.0967646,0.160653,0.0,0.0,horizontal,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_7.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB3D760D0>,0.6666666666666665,1.5000000000000004,0.003018769757295989,0.0026459418367210806,1
170,coco,indoor,wavelet,8,0.44138673,0.3866096,0.50158334,23.1817,18.53658,28.330587,656998.0,0.3,-1.3,0.1922299999999998,0.0005298200128246,0.3,-1.3,0.1922299999999998,0.20074,0.19223,0.0,0.332194,0.19223,0.0,0.212695,0.19223,0.0,0.0,horizontal,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_8.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EAD421BD0>,0.6666666666666665,1.5000000000000004,0.0015096365767430981,0.001323222604493592,1
171,coco,indoor,wavelet,9,0.130896,0.11578714,0.14740558,20.175617,15.38418,25.395407,2627993.0,0.3,-1.3,0.2240999999999998,0.0002649163509945,0.3,-1.3,0.2240999999999998,0.20531,0.2241,0.0,0.275229,0.2241,0.0,0.188131,0.2241,0.0,0.0,horizontal,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_9.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EAC9EF150>,0.6666666666666665,1.5000000000000004,0.0007548816040043047,0.0006616745986427802,1
172,coco,indoor,wavelet,2,6587.2188,5829.0854,7390.837,1.3887792,0.7530406,2.1408205,160.0,1.4,-0.8,0.0860209454529283,0.0338043827653032,1.8,-0.83,0.0858994968988415,60.7935,0.0938866,9.34404e-13,52.8685,0.0881811,2.65842e-11,45.0079,0.0900299,9.19362e-12,9.5598039e-11,horizontal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_2.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB3C5F090>,0.37222222222222223,2.6865671641791042,0.09568484714303746,0.08376507778028888,1
173,coco,indoor,wavelet,3,1562.0016,1443.5146,1685.9578,3.834879,3.1302607,4.593748,641.0,1.1,-1.1,0.0685838748004568,0.0169288482553685,1.5,-1.14,0.0672436839479582,21.4271,0.100085,2.11605e-56,17.9225,0.0868444,1.50065e-42,15.0968,0.0912703,5.8392400000000005e-47,1.1431995e-25,horizontal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_3.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EAC308110>,0.24000000000000007,4.166666666666665,0.0480756544308938,0.04211083194304939,1
174,coco,indoor,wavelet,4,337.56195,313.36185,362.56418,5.9189796,5.145904,6.765697,2566.0,1.5,-1.3,0.0674875311720697,0.0084710035603814,1.1,-1.27,0.0674875311720696,7.44939,0.109394,6.230759999999998e-268,5.83344,0.0949274,9.951829999999996e-202,4.7073,0.098301,2.5411499999999993e-216,4.4808056999999965e-102,horizontal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_4.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB1B7E4D0>,0.20909090909090905,4.782608695652175,0.02409474023421243,0.021112286409060207,1
175,coco,indoor,wavelet,5,63.35641,58.123432,68.83992,8.944126,7.8248415,10.135998,10265.0,0.9,-1.3,0.0954899999999998,0.004237135996393,0.9,-1.3,0.0954899999999998,2.13661,0.126187,0.0,1.61622,0.113457,0.0,1.24619,0.114879,0.0,0.0,horizontal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_5.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB3717050>,0.22222222222222215,4.500000000000002,0.012063182052325292,0.010571876777302557,1
176,coco,indoor,wavelet,6,11.491563,10.353099,12.688133,13.758188,11.807414,15.933593,41062.0,0.3,-1.3,0.1338699999999997,0.0021189752192853,0.3,-1.3,0.1338699999999997,0.550904,0.141136,0.0,0.382602,0.135083,0.0,0.289087,0.135538,0.0,0.0,horizontal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_6.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB42037D0>,0.6666666666666665,1.5000000000000004,0.006035523390258464,0.005289870008582608,1
177,coco,indoor,wavelet,7,2.062334,1.823033,2.3229468,19.980927,16.7409,23.600847,164249.0,0.3,-1.3,0.1733399999999997,0.001059589248124,0.3,-1.3,0.1733399999999997,0.141591,0.173346,0.0,0.0919968,0.173342,0.0,0.0694258,0.173343,0.0,0.0,horizontal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_7.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB3837E10>,0.6666666666666665,1.5000000000000004,0.003018769757295989,0.0026459418367210806,1
178,coco,indoor,wavelet,8,0.4034712,0.35112354,0.46109706,25.597855,20.274683,31.850876,656998.0,0.3,-1.3,0.2076499999999997,0.0005298200128246,0.3,-1.3,0.2076499999999997,0.189546,0.20765,0.0,0.205307,0.20765,0.0,0.186053,0.20765,0.0,0.0,horizontal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_8.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EA613C250>,0.6666666666666665,1.5000000000000004,0.0015096365767430981,0.001323222604493592,1
179,coco,indoor,wavelet,9,0.1172869,0.10315876,0.13279381,22.309376,16.614643,28.714006,2627993.0,0.3,-1.3,0.2404999999999997,0.0002649163509945,0.3,-1.3,0.2404999999999997,0.0784223,0.2405,0.0,0.126888,0.2405,0.0,0.0784223,0.2405,0.0,0.0,horizontal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_9.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EACB97250>,0.6666666666666665,1.5000000000000004,0.0007548816040043047,0.0006616745986427802,1
180,coco,indoor,wavelet,2,4350.7837,3831.53,4905.552,1.6772738,0.9313405,2.5063796,160.0,20.0,-0.7,0.0109653979881722,0.0338043827653032,20.0,-0.7,0.0109653979881722,57.2557,0.0267803,0.196629,50.4926,0.0138939,0.911842,41.1855,0.0180806,0.663853,0.98940351,vertical,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_2.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB51A7F50>,0.04,25.0,0.09568484714303746,0.08376507778028888,1
181,coco,indoor,wavelet,3,968.9302,899.9057,1040.301,3.0719867,2.5643072,3.5935526,641.0,1.7,-1.0,0.015021930649777,0.0169288482553685,2.0,-1.02,0.014240999182952,21.7692,0.0472889,6.59618e-13,18.539,0.0285921,5.44773e-05,15.6413,0.0333496,1.23576e-06,0.14672772,vertical,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_3.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB51A7E90>,0.24,4.166666666666667,0.0480756544308938,0.04211083194304939,1
182,coco,indoor,wavelet,4,217.4391,202.80672,232.55736,4.985817,4.2605324,5.749269,2566.0,1.1,-1.2,0.0291379841764425,0.0084710035603814,1.5,-1.23,0.0287563309644428,8.10323,0.0719604,5.200889999999997e-116,6.578,0.0534344,3.96526e-64,5.34363,0.0575592,2.38516e-74,7.179039600000002e-19,vertical,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_4.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB3D75110>,0.18000000000000002,5.5555555555555545,0.02409474023421243,0.021112286409060207,1
183,coco,indoor,wavelet,5,43.51878,40.164658,47.02584,7.5115385,6.462856,8.661276,10265.0,1.1,-1.3,0.0627099999999998,0.004237135996393,1.1,-1.3,0.0627099999999998,2.53952,0.0946311,0.0,1.97886,0.0789413,0.0,1.54606,0.0810535,0.0,0.0,vertical,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_5.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB3DBC090>,0.18181818181818177,5.500000000000002,0.012063182052325292,0.010571876777302557,1
184,coco,indoor,wavelet,6,7.9740963,7.225307,8.763546,12.203962,10.339362,14.276344,41062.0,1.1,-1.3,0.1027499999999997,0.0021189752192853,1.1,-1.3,0.1027499999999997,0.729815,0.11278,0.0,0.520361,0.105065,0.0,0.400712,0.105751,0.0,0.0,vertical,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_6.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB51A5E50>,0.18181818181818177,5.500000000000002,0.006035523390258464,0.005289870008582608,1
185,coco,indoor,wavelet,7,1.4557234,1.2969353,1.62873,17.483168,14.434976,20.921154,164249.0,1.1,-1.3,0.1415399999999997,0.001059589248124,1.1,-1.3,0.1415399999999997,0.208075,0.141543,0.0,0.14739,0.14154,0.0,0.117844,0.14154,0.0,0.0,vertical,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_7.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB10F6B50>,0.18181818181818177,5.500000000000002,0.003018769757295989,0.0026459418367210806,1
186,coco,indoor,wavelet,8,0.3187034,0.28131187,0.35984254,20.5995,16.126682,25.720009,656998.0,0.3,-1.3,0.1755499999999997,0.0005298200128246,0.3,-1.3,0.1755499999999997,0.0869075,0.175555,0.0,0.0582429,0.17555,0.0,0.0434073,0.17555,0.0,0.0,vertical,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_8.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EAD4A1390>,0.6666666666666665,1.5000000000000004,0.0015096365767430981,0.001323222604493592,1
187,coco,indoor,wavelet,9,0.106011204,0.095149316,0.11782894,15.365433,11.366612,19.743214,2627993.0,0.2,-0.3,0.2096899999999997,0.0002649163509945,0.2,-0.3,0.2096899999999997,0.332194,0.20969,0.0,0.332191,0.20969,0.0,0.287681,0.20969,0.0,0.0,vertical,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_9.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB440DE50>,5.999999999999999,0.16666666666666669,0.0007548816040043047,0.0006616745986427802,1
188,coco,indoor,wavelet,2,5235.6953,4600.435,5912.441,1.7904034,1.101095,2.5579567,160.0,2.4,-0.7,0.0136954679770541,0.0338043827653032,2.4,-0.7,0.0136954679770541,59.0566,0.0357696,0.0321986,52.9582,0.0148323,0.866751,44.2484,0.0217599,0.427263,0.9201902,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_2.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EA8DCDF90>,0.33333333333333337,2.9999999999999996,0.09568484714303746,0.08376507778028888,1
189,coco,indoor,wavelet,3,1197.4944,1106.5167,1291.9746,3.843563,3.1465273,4.5945487,641.0,6.4,-1.1,0.0127423047373355,0.0169288482553685,6.4,-1.1,0.0127423047373355,23.5044,0.0482291,2.07995e-13,19.9695,0.0264398,0.000249527,16.5463,0.0315488,5.54669e-06,0.24642023,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_3.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EACB958D0>,0.062499999999999986,16.000000000000004,0.0480756544308938,0.04211083194304939,1
190,coco,indoor,wavelet,4,262.8788,244.10567,282.3826,5.889385,4.99722,6.8727865,2566.0,4.2,-1.2,0.0202663691377433,0.0084710035603814,4.2,-1.2,0.0202663691377433,8.5535,0.0716818,4.076439999999998e-115,7.03976,0.0510141,1.7417399999999996e-58,5.61911,0.0546984,3.5250799999999995e-67,1.3763412e-09,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_4.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB577DD90>,0.07142857142857144,13.999999999999998,0.02409474023421243,0.021112286409060207,1
191,coco,indoor,wavelet,5,51.52013,47.273403,55.98181,8.923638,7.587403,10.445083,10265.0,1.1,-1.3,0.0429899999999997,0.004237135996393,1.1,-1.3,0.0429899999999997,2.6895,0.0923249,0.0,2.15576,0.0737592,0.0,1.67032,0.0758013,0.0,2.692584099999999e-165,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_5.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB5521ED0>,0.18181818181818177,5.500000000000002,0.012063182052325292,0.010571876777302557,1
192,coco,indoor,wavelet,6,9.412067,8.465264,10.413596,14.319405,11.934687,17.031158,41062.0,0.9,-1.3,0.0757199999999998,0.0021189752192853,0.9,-1.3,0.0757199999999998,0.781599,0.106981,0.0,0.599782,0.0924239,0.0,0.454116,0.0935158,0.0,0.0,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_6.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB1FD3310>,0.22222222222222215,4.500000000000002,0.006035523390258464,0.005289870008582608,1
193,coco,indoor,wavelet,7,1.6749111,1.477736,1.892187,20.908186,16.948547,25.525684,164249.0,0.3,-1.3,0.1093299999999997,0.001059589248124,0.3,-1.3,0.1093299999999997,0.22952,0.118875,0.0,0.162941,0.111458,0.0,0.126441,0.112196,0.0,0.0,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_7.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB3175F50>,0.6666666666666665,1.5000000000000004,0.003018769757295989,0.0026459418367210806,1
194,coco,indoor,wavelet,8,0.3342319,0.2884316,0.38514495,29.12447,22.604416,36.447254,656998.0,0.3,-1.3,0.1392699999999997,0.0005298200128246,0.3,-1.3,0.1392699999999997,0.0924341,0.139273,0.0,0.0692177,0.13927,0.0,0.0530348,0.13927,0.0,0.0,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_8.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB1FD14D0>,0.6666666666666665,1.5000000000000004,0.0015096365767430981,0.001323222604493592,1
195,coco,indoor,wavelet,9,0.090521306,0.07801527,0.104349546,30.205315,22.523632,38.595387,2627993.0,0.3,-1.3,0.1689099999999997,0.0002649163509945,0.3,-1.3,0.1689099999999997,0.0507334,0.16891,0.0,0.0484706,0.16891,0.0,0.0299568,0.16891,0.0,0.0,vertical,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_9.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB4A0A550>,0.6666666666666665,1.5000000000000004,0.0007548816040043047,0.0006616745986427802,1
196,coco,indoor,wavelet,2,5645.1323,4962.7314,6371.827,1.7584372,1.0474672,2.558544,160.0,2.7,-0.7,0.0151343309219971,0.0338043827653032,3.0,-0.71,0.0151288347897455,60.6618,0.0361359,0.0295815,55.594,0.0162443,0.784717,46.3594,0.0232922,0.343718,0.85076174,vertical,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_2.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EA8DCC950>,0.26333333333333336,3.797468354430379,0.09568484714303746,0.08376507778028888,1
197,coco,indoor,wavelet,3,1308.6263,1210.3809,1410.797,3.6833067,3.0371509,4.3701663,641.0,4.2,-1.1,0.0134320247032871,0.0169288482553685,4.2,-1.1,0.0134320247032871,24.3948,0.04959,3.75856e-14,20.6992,0.0296164,2.53241e-05,17.1375,0.0353427,2.12813e-07,0.1955581,vertical,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_3.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB37156D0>,0.09523809523809522,10.500000000000002,0.0480756544308938,0.04211083194304939,1
198,coco,indoor,wavelet,4,287.8198,267.5024,308.88556,5.6943245,4.835299,6.6320643,2566.0,1.1,-1.2,0.0282595614907813,0.0084710035603814,1.4,-1.24,0.0276013641081673,8.85369,0.0742624,1.5636899999999994e-123,7.14445,0.0558789,4.29573e-70,5.75144,0.0593201,6.056089999999998e-79,2.0317999e-17,vertical,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_4.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB5E0AD90>,0.18571428571428572,5.384615384615384,0.02409474023421243,0.021112286409060207,1
199,coco,indoor,wavelet,5,56.66755,52.079754,61.488754,8.537756,7.291016,9.941407,10265.0,0.9,-1.3,0.0643799999999998,0.004237135996393,0.8,-1.26,0.0643799999999997,2.68627,0.0978381,0.0,2.07922,0.0829329,0.0,1.61899,0.0846643,0.0,0.0,vertical,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_5.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EAD4A2750>,0.3,3.3333333333333335,0.012063182052325292,0.010571876777302557,1
200,coco,indoor,wavelet,6,10.462353,9.426044,11.555779,13.763775,11.540274,16.255646,41062.0,0.3,-1.3,0.1102799999999997,0.0021189752192853,0.3,-1.3,0.1102799999999997,0.710592,0.120177,0.0,0.505837,0.112352,0.0,0.386668,0.113053,0.0,0.0,vertical,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_6.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB1FD2E50>,0.6666666666666665,1.5000000000000004,0.006035523390258464,0.005289870008582608,1
201,coco,indoor,wavelet,7,1.8803737,1.6644218,2.117772,19.706608,16.079973,23.899364,164249.0,0.3,-1.3,0.1520999999999998,0.001059589248124,0.3,-1.3,0.1520999999999998,0.186569,0.152104,0.0,0.145162,0.1521,0.0,0.103381,0.1521,0.0,0.0,vertical,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_7.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB4A08450>,0.6666666666666665,1.5000000000000004,0.003018769757295989,0.0026459418367210806,1
202,coco,indoor,wavelet,8,0.3903889,0.34008047,0.4461811,25.394033,19.721895,31.888945,656998.0,0.3,-1.3,0.1884699999999998,0.0005298200128246,0.3,-1.3,0.1884699999999998,0.0695792,0.188475,0.0,0.0454497,0.18847,0.0,0.0330591,0.18847,0.0,0.0,vertical,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_8.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EAF189110>,0.6666666666666665,1.5000000000000004,0.0015096365767430981,0.001323222604493592,1
203,coco,indoor,wavelet,9,0.11997557,0.10599968,0.13531151,20.76068,15.289078,26.782597,2627993.0,0.2,8.1,0.2238699999999998,0.0002649163509945,0.2,8.1,0.2238699999999998,0.332192,0.22387,0.0,0.332191,0.22387,0.0,0.332191,0.22387,0.0,0.0,vertical,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_9.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EAD4BB0D0>,47.99999999999999,0.020833333333333336,0.0007548816040043047,0.0006616745986427802,1
204,coco,indoor,wavelet,2,5760.59,5051.5103,6509.545,1.8483901,1.233752,2.558711,160.0,3.2,-0.9,0.0130545528625743,0.0338043827653032,3.2,-0.9,0.0130545528625743,60.2564,0.043587,0.00437302,52.1426,0.021066,0.468635,43.0375,0.0272488,0.181272,0.94407952,vertical,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_2.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB1FA4790>,0.18749999999999997,5.333333333333334,0.09568484714303746,0.08376507778028888,1
205,coco,indoor,wavelet,3,1337.9724,1231.9003,1448.5521,4.3927827,3.6507342,5.226452,641.0,1.2,-1.1,0.015520580631289,0.0169288482553685,1.5,-1.12,0.0143309957239036,22.3024,0.0599356,1.7744500000000003e-20,18.2427,0.0417467,3.74273e-10,15.0497,0.0464539,1.8037e-12,0.14196182,vertical,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_3.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB51A67D0>,0.25333333333333324,3.947368421052633,0.0480756544308938,0.04211083194304939,1
206,coco,indoor,wavelet,4,292.76678,270.932,315.37997,6.5403585,5.6608157,7.5020137,2566.0,8.4,-1.3,0.0322630922693264,0.0084710035603814,8.4,-1.3,0.0322630922693264,7.65869,0.0843488,2.683349999999999e-159,6.05625,0.0673818,9.330449999999994e-102,4.84985,0.0702333,1.5969199999999995e-110,1.2110711000000001e-23,vertical,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_4.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB10F4BD0>,0.023809523809523805,42.00000000000001,0.02409474023421243,0.021112286409060207,1
207,coco,indoor,wavelet,5,56.56823,51.691597,61.698933,9.980118,8.59611,11.518097,10265.0,0.2,-1.0,0.0728199999999998,0.004237135996393,0.2,-1.04,0.0728199999999997,2.22197,0.10764,0.0,1.69925,0.0937731,0.0,1.31089,0.0952271,0.0,0.0,vertical,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_5.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB47D5A10>,2.3,0.4347826086956522,0.012063182052325292,0.010571876777302557,1
