,group,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05,best_r,best_eta,kstest_stat_best,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma,dataset,subset,transform,orientation,channel,github_plot,dataset_type,hull,best_beta,best_1/beta,beat_all_priors,best_prior,failure_category,failure_type,which_ones,intersect_roi
138,9,2.8218355,1.1541307,10.996537,4970.9688,70.24276,6032.678,73728000.0,0.1,2.8,0.0038972164587809,0.0001581644516325,0.11,2.5,0.0036297908146173,0.54971,0.0384318,0.0,0.486604,0.0137641,0.0,0.387602,0.00928707,0.0,0.0,agriVision,full,wavelet,diagonal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_9.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AEE150>,36.36363636363637,0.027499999999999997,1,GenGamma,practically_pass,pass,None,True
139,10,0.34531063,0.09397978,1.8221114,10754.935,84.966545,7796.5254,294912000.0,0.1,2.5,0.0065963955413595,7.908279102599134e-05,0.09,2.8,0.00583411323752,0.138366,0.0426132,0.0,0.122654,0.0188586,0.0,0.0976015,0.0119383,0.0,0.0,agriVision,full,wavelet,diagonal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_10.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AC9B10>,47.77777777777778,0.020930232558139535,1,GenGamma,practically_pass,pass,None,True
140,2,188568.48,99639.69,330252.97,536.0407,113.30085,760.9477,9000.0,0.1,2.1,0.0145866815093661,0.014296961166644,0.09,2.5,0.0139451834110044,131.895,0.0554136,1.84005e-24,116.313,0.029479,3.14792e-07,93.5997,0.026211,8.35867e-06,0.059804873,agriVision,full,wavelet,horizVert,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_2.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A3B810>,44.44444444444444,0.0225,1,GenGamma,actually_pass,pass,None,True
141,3,42567.688,23775.207,71603.1,488.98392,135.97705,891.2222,36000.0,0.1,1.8,0.0132249146790043,0.0071531615485336,0.1,1.8,0.0132249146790043,53.5923,0.0577672,7.253369999999995e-105,47.5156,0.0317023,7.2169e-32,37.2589,0.0303978,2.47118e-29,6.7311527e-06,agriVision,full,wavelet,horizVert,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_3.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A3A650>,32.99999999999999,0.03030303030303031,1,GenGamma,practically_pass,pass,None,True
142,4,10773.024,5322.7065,20877.057,785.2625,131.36769,1768.965,144000.0,0.1,1.5,0.0092418751234535,0.0035777446059643,0.09,1.7,0.0080246300325597,23.1475,0.0542612,0.0,20.6759,0.0289823,1.6290899999999987e-105,16.1045,0.0249445,2.86324e-78,1.7551799e-08,agriVision,full,wavelet,horizVert,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_4.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B16ED0>,35.55555555555556,0.028124999999999997,1,GenGamma,practically_pass,pass,None,False
143,5,1800.4326,923.8044,3624.7683,858.10016,109.90415,2074.951,576000.0,0.1,1.5,0.0069814914209556,0.0017891624583277,0.1,1.5,0.0064389902864488,10.882,0.0486523,0.0,9.71194,0.0239248,7.653889999999997e-287,7.60079,0.0189322,9.059579999999997e-180,3.5970472000000004e-21,agriVision,full,wavelet,horizVert,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_5.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AEDA50>,30.0,0.03333333333333333,1,GenGamma,practically_pass,pass,None,False
144,6,390.86823,183.29387,971.2292,1521.2782,104.04905,3444.5947,2304000.0,0.1,2.3,0.0047488650997782,0.0008946536675937,0.1,2.2,0.0043900363415807,5.73101,0.0421509,0.0,5.10159,0.0171779,0.0,4.01176,0.0134607,0.0,5.3856175e-39,agriVision,full,wavelet,horizVert,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_6.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AC9D90>,37.0,0.02702702702702703,1,GenGamma,practically_pass,pass,None,True
145,7,98.47588,41.01833,351.57446,3306.414,84.38518,5671.773,9216000.0,0.2,0.8,0.0039288885547186,0.0004473449308468,0.21,0.6,0.0037169860143119,3.21249,0.0391209,0.0,2.84724,0.0130973,0.0,2.26612,0.0124205,0.0,5.060060399999997e-111,agriVision,full,wavelet,horizVert,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_7.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AEE190>,10.0,0.1,1,GenGamma,practically_pass,pass,None,True
146,8,33.197308,15.931733,100.44257,2270.344,78.3117,4640.2104,36864000.0,0.1,2.4,0.0026314211453489,0.0002236769881161,0.1,2.4,0.0026314211453489,2.08189,0.0412658,0.0,1.83782,0.0144688,0.0,1.46742,0.014314,0.0,3.8374115999999995e-222,agriVision,full,wavelet,horizVert,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_8.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575934510>,39.0,0.02564102564102564,1,GenGamma,practically_pass,pass,None,True
147,9,11.251238,4.42777,43.867798,5139.562,82.370804,6105.731,147456000.0,0.1,2.3,0.0025015457230307,0.000111839624535,0.09,2.6,0.0022650145240694,1.03468,0.0435234,0.0,0.915223,0.0171254,0.0,0.726278,0.0154737,0.0,0.0,agriVision,full,wavelet,horizVert,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_9.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AEF010>,45.55555555555555,0.021951219512195124,1,GenGamma,practically_pass,pass,None,True
148,10,1.8759975,0.61680007,10.1300535,9748.247,78.49217,7481.529,589824000.0,0.1,2.1,0.0049425871812087,5.5920094864633584e-05,0.1,2.2,0.004556184514517,0.362862,0.0463066,0.0,0.321802,0.0202978,0.0,0.253738,0.0177716,0.0,0.0,agriVision,full,wavelet,horizVert,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_10.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575935D90>,37.0,0.02702702702702703,1,GenGamma,practically_pass,pass,None,True
149,2,150198.14,85009.77,248359.05,411.54047,85.16719,581.20276,9000.0,0.1,2.1,0.01291060609031,0.014296961166644,0.09,2.5,0.012329051281858,126.385,0.0532583,1.2554300000000002e-22,112.08,0.0276447,2.07944e-06,88.336,0.0244533,4.15891e-05,0.12854684,agriVision,full,wavelet,horizVert,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_2.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B179D0>,44.44444444444444,0.0225,1,GenGamma,actually_pass,pass,None,False
150,3,33515.44,19958.848,52689.242,366.28464,101.323944,561.9773,36000.0,0.1,1.8,0.0112340636048164,0.0071531615485336,0.09,2.1,0.01106352908674,51.1017,0.0570593,2.5480099999999983e-102,45.2234,0.0305974,1.0280200000000001e-29,35.5648,0.0281876,2.7795500000000005e-25,0.00029535434,agriVision,full,wavelet,horizVert,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_3.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575937450>,40.0,0.025,1,GenGamma,practically_pass,pass,None,True
151,4,8690.679,4650.4634,15441.654,584.8118,124.45956,1337.5199,144000.0,0.1,1.6,0.0088034709864962,0.0035777446059643,0.09,1.8,0.0077608289650989,21.929,0.0521328,0.0,19.6176,0.0272557,2.2999899999999984e-93,15.3291,0.0226732,9.73823e-65,5.8245064e-08,agriVision,full,wavelet,horizVert,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_4.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AC9B90>,36.666666666666664,0.027272727272727275,1,GenGamma,practically_pass,pass,None,False
152,5,1600.9783,772.0278,3722.795,1309.71,95.39149,3193.552,576000.0,0.1,1.7,0.0078179143158972,0.0017891624583277,0.11,1.5,0.007042922041511,10.2808,0.046284,0.0,9.169,0.0221319,1.6108000000000002e-245,7.23544,0.0158811,1.2801199999999994e-126,3.0346688000000006e-25,agriVision,full,wavelet,horizVert,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_5.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575ACBF10>,27.272727272727273,0.03666666666666667,1,GenGamma,practically_pass,pass,None,False
153,6,339.47144,152.13828,1059.4952,2686.0984,93.13986,4761.9736,2304000.0,0.1,2.6,0.005392103284187,0.0008946536675937,0.11,2.3,0.0051123216926687,5.46386,0.038779,0.0,4.85568,0.0150398,0.0,3.83799,0.00945384,2.7432899999999983e-179,9.902923300000001e-53,agriVision,full,wavelet,horizVert,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_6.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575937790>,34.54545454545455,0.02894736842105263,1,GenGamma,practically_pass,pass,None,True
154,7,87.09768,35.839172,371.94412,4825.4297,72.40149,6356.898,9216000.0,0.1,3.5,0.0037430957850161,0.0004473449308468,0.09,3.8,0.0032093032109368,3.12286,0.0358956,0.0,2.76836,0.0110993,0.0,2.21491,0.00904223,0.0,7.119543799999998e-83,agriVision,full,wavelet,horizVert,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_7.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A73B10>,58.888888888888886,0.016981132075471698,1,GenGamma,practically_pass,pass,None,True
155,8,29.885605,15.551421,79.539055,1686.6677,80.563995,3720.5022,36864000.0,0.1,2.7,0.0021909896982331,0.0002236769881161,0.11,2.3,0.0021904330749262,2.03453,0.040485,0.0,1.7973,0.0142894,0.0,1.43332,0.0123396,0.0,4.6789057999999977e-154,agriVision,full,wavelet,horizVert,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_8.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A91190>,34.54545454545455,0.02894736842105263,1,GenGamma,practically_pass,pass,None,True
156,9,8.939856,4.773542,23.292429,1590.2899,83.61861,3577.24,147456000.0,0.1,2.2,0.0038092322898495,0.000111839624535,0.09,2.5,0.0037912900359526,1.01991,0.0434806,0.0,0.905582,0.0182768,0.0,0.715672,0.0140536,0.0,0.0,agriVision,full,wavelet,horizVert,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_9.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A92ED0>,44.44444444444444,0.0225,1,GenGamma,practically_pass,pass,None,True
157,10,1.3529184,0.68768775,4.30009,2542.2495,78.12596,4648.803,589824000.0,0.1,2.1,0.0054322421861016,5.5920094864633584e-05,0.09,2.4,0.0049434727111714,0.371222,0.044814,0.0,0.330311,0.0200416,0.0,0.260216,0.015006,0.0,0.0,agriVision,full,wavelet,horizVert,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_10.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575944590>,43.333333333333336,0.023076923076923075,1,GenGamma,practically_pass,pass,None,True
158,2,181299.02,101527.92,290782.22,377.2548,142.30005,530.95166,9000.0,0.1,2.7,0.0137929671477093,0.014296961166644,0.1,2.7,0.0137929671477093,133.283,0.0514869,3.560480000000001e-21,118.088,0.0252511,2.03555e-05,92.9918,0.0236519,8.3301e-05,0.064533597,agriVision,full,wavelet,horizVert,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_2.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A70890>,42.0,0.023809523809523808,1,GenGamma,actually_pass,pass,None,True
159,3,38790.293,21575.71,67724.6,543.3528,122.41325,1044.5923,36000.0,0.1,1.8,0.009005929363847,0.0071531615485336,0.09,2.0,0.008765650918642,54.4702,0.0539772,1.3269599999999988e-91,48.3397,0.0278576,1.05339e-24,37.9944,0.0247633,1.30747e-19,0.0078676582,agriVision,full,wavelet,horizVert,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_3.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575ADB1D0>,38.88888888888889,0.02571428571428571,1,GenGamma,practically_pass,pass,None,False
160,4,9777.153,4939.1294,17951.637,703.4225,122.04025,1327.8564,144000.0,0.1,1.4,0.0070046289742188,0.0035777446059643,0.09,1.7,0.0067817141130445,23.8073,0.0519874,0.0,21.2039,0.0266679,2.126389999999999e-89,16.5202,0.0229957,1.39895e-66,3.519882e-06,agriVision,full,wavelet,horizVert,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_4.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575ACA310>,35.55555555555556,0.028124999999999997,1,GenGamma,practically_pass,pass,None,False
161,5,1796.3098,838.0557,4289.6875,1421.5957,90.04052,3420.6614,576000.0,0.1,1.6,0.0059047689993557,0.0017891624583277,0.1,1.6,0.0059047689993557,11.0665,0.0474231,0.0,9.86796,0.0225719,2.31128e-255,7.74695,0.0177299,1.0320699999999994e-157,7.166895000000001e-18,agriVision,full,wavelet,horizVert,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_5.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AC9C90>,31.0,0.03225806451612903,1,GenGamma,practically_pass,pass,None,True
162,6,385.14337,175.53122,1132.5692,2320.823,86.76239,4401.831,2304000.0,0.1,2.2,0.0042977021045417,0.0008946536675937,0.1,2.2,0.0042977021045417,5.83096,0.041876,0.0,5.19191,0.0167997,0.0,4.0803,0.0135215,0.0,2.1706984000000003e-37,agriVision,full,wavelet,horizVert,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_6.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B145D0>,37.0,0.02702702702702703,1,GenGamma,practically_pass,pass,None,True
163,7,101.0854,41.34504,424.74213,4763.65,67.00212,6338.221,9216000.0,0.1,2.6,0.0030623937503934,0.0004473449308468,0.1,2.7,0.0027671138777638,3.28231,0.0397879,0.0,2.90683,0.0136911,0.0,2.3146,0.0128773,0.0,1.0167977e-61,agriVision,full,wavelet,horizVert,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_7.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E57591DAD0>,42.0,0.023809523809523808,1,GenGamma,practically_pass,pass,None,True
164,8,34.40324,17.91937,89.39241,1599.72,74.53908,3571.9424,36864000.0,0.1,2.1,0.0025042915722614,0.0002236769881161,0.09,2.5,0.0023399337425851,2.11668,0.0441348,0.0,1.87125,0.0175873,0.0,1.48442,0.0161312,0.0,9.625235899999995e-176,agriVision,full,wavelet,horizVert,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_8.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AC82D0>,44.44444444444444,0.0225,1,GenGamma,practically_pass,pass,None,True
165,9,9.8905525,5.2710567,25.139685,1503.5704,80.86954,3415.0884,147456000.0,0.1,2.0,0.0044294462488208,0.000111839624535,0.09,2.3,0.0040088453416714,1.03999,0.0467681,0.0,0.924015,0.0210883,0.0,0.72734,0.0177509,0.0,0.0,agriVision,full,wavelet,horizVert,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_9.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575ACAC90>,42.22222222222222,0.02368421052631579,1,GenGamma,practically_pass,pass,None,True
166,10,1.4373621,0.71361643,4.495828,2671.0093,76.31533,4559.324,589824000.0,0.1,1.7,0.0061473243368176,5.5920094864633584e-05,0.12,1.3,0.0058311672293324,0.364664,0.0479871,0.0,0.324797,0.0227233,0.0,0.254594,0.0186611,0.0,0.0,agriVision,full,wavelet,horizVert,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_10.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AC9F90>,23.333333333333332,0.04285714285714286,1,GenGamma,practically_pass,pass,None,True
167,2,179849.67,104861.12,313799.06,501.3695,36.67976,756.9309,9000.0,0.2,0.2,0.0112230310216158,0.014296961166644,0.23,0.0,0.0104570570293682,161.254,0.0547605,6.733760000000001e-24,142.138,0.028675,7.30954e-07,111.14,0.0284341,9.36576e-07,0.27670702,agriVision,full,wavelet,horizVert,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_2.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A63510>,6.521739130434782,0.15333333333333335,1,GenGamma,actually_pass,pass,None,True
168,3,48276.574,29688.229,75748.94,352.49057,90.25023,561.88666,36000.0,0.1,1.6,0.0105537986034122,0.0071531615485336,0.09,1.7,0.0093863472571301,64.4053,0.0579409,1.7025199999999988e-105,57.1312,0.0318594,3.5150100000000004e-32,45.0163,0.0293601,2.1527399999999997e-27,0.0034942076,agriVision,full,wavelet,horizVert,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_3.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A63890>,35.55555555555556,0.028124999999999997,1,GenGamma,practically_pass,pass,None,True
169,4,13505.842,6427.289,29258.977,1066.3346,112.39475,2700.871,144000.0,0.1,1.2,0.0068048245029017,0.0035777446059643,0.1,1.2,0.0068048245029017,26.438,0.054954,0.0,23.5379,0.0293217,5.443129999999997e-108,18.3541,0.0263483,2.8034599999999987e-87,3.2154945e-06,agriVision,full,wavelet,horizVert,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_4.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A71FD0>,27.0,0.037037037037037035,1,GenGamma,practically_pass,pass,None,False
170,5,3324.6624,1098.2966,15507.862,6605.851,86.61034,7123.145,576000.0,0.1,1.7,0.0060463866883031,0.0017891624583277,0.09,1.9,0.0054068127399539,12.2655,0.0480115,0.0,10.9403,0.0228864,1.6196099999999994e-262,8.58061,0.0185248,3.918259999999998e-172,4.7160819e-15,agriVision,full,wavelet,horizVert,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_5.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AAA8D0>,37.77777777777778,0.026470588235294117,1,GenGamma,practically_pass,pass,None,True
171,6,902.7078,217.9197,6910.355,18930.713,76.71586,8727.086,2304000.0,0.1,2.3,0.0039029447331728,0.0008946536675937,0.09,2.7,0.0036367558980473,6.73226,0.0418867,0.0,5.97265,0.0162866,0.0,4.73379,0.013582,0.0,6.787904600000001e-27,agriVision,full,wavelet,horizVert,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_6.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575ACA990>,46.66666666666667,0.021428571428571425,1,GenGamma,practically_pass,pass,None,True
172,7,249.83038,58.962917,1794.096,19065.924,51.230747,8605.309,9216000.0,0.1,2.6,0.0028344454169968,0.0004473449308468,0.1,2.6,0.0028344454169968,4.05361,0.0401187,0.0,3.58867,0.0139068,0.0,2.85292,0.0131285,0.0,9.728997700000001e-65,agriVision,full,wavelet,horizVert,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_7.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A93290>,40.99999999999999,0.02439024390243903,1,GenGamma,practically_pass,pass,None,True
173,8,57.42237,22.250046,277.0447,8522.205,61.003616,6912.4277,36864000.0,0.2,0.5,0.00209654475768,0.0002236769881161,0.2,0.5,0.00209654475768,2.49572,0.0422072,0.0,2.20135,0.0152751,0.0,1.75783,0.0151637,0.0,3.614051399999998e-141,agriVision,full,wavelet,horizVert,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_8.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A63B10>,10.0,0.1,1,GenGamma,practically_pass,pass,None,True
174,9,14.4263115,5.903421,62.549038,6464.1855,77.16946,6431.98,147456000.0,0.1,2.4,0.002992110025808,0.000111839624535,0.11,2.2,0.002673542868228,1.21572,0.042166,0.0,1.07453,0.015888,0.0,0.855868,0.013912,0.0,0.0,agriVision,full,wavelet,horizVert,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_9.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E573F40BD0>,33.63636363636364,0.029729729729729728,1,GenGamma,practically_pass,pass,None,True
175,10,2.1553957,0.8125307,9.592564,6981.0283,80.40247,6665.1416,589824000.0,0.1,2.8,0.0055294600574041,5.5920094864633584e-05,0.09,3.2,0.0054710810721662,0.428473,0.0432117,0.0,0.379368,0.0171646,0.0,0.300864,0.0151819,0.0,0.0,agriVision,full,wavelet,horizVert,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_10.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AAB050>,52.22222222222223,0.019148936170212762,1,GenGamma,practically_pass,pass,None,True
176,0,4.659726413780261,3.233157508802267,8.542607101344743,23.565794579970014,6.272952343483577,201.48629417694733,196608000.0,0.1,0.9,0.0116749952473924,9.685608715247528e-05,0.11,0.7,0.0104526918676649,0.982525,0.0658773,0.0,0.86461,0.0386803,0.0,0.685916,0.0374838,0.0,0.0,coco,indoor,learned,dual_color,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/learned/plots/compare_cdf_pdf_layer_0.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AD0550>,20.0,0.05,1,GenGamma,borderline,asymmetric,None,False
177,2,6.099232775477404,4.250048505290827,11.01424466155969,28.090706253559087,7.2876860607787615,222.97865511912607,196608000.0,0.3,-0.9,0.007228476089349,9.685608715247528e-05,0.31,-0.9,0.0067175575236005,0.976546,0.0739292,0.0,0.852693,0.0477084,0.0,0.663174,0.0477711,0.0,0.0,coco,indoor,learned,dual_color,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/learned/plots/compare_cdf_pdf_layer_2.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A62A90>,1.9354838709677418,0.5166666666666667,1,GenGamma,practically_pass,pass,None,False
178,3,2.679488071546283,1.6371036203554148,8.10903984122934,122.52492322274952,10.940623272617776,495.2472636185871,196608000.0,0.1,0.0,0.0077826965063678,9.685608715247528e-05,0.13,-0.4,0.0067191840566437,0.479137,0.0757903,0.0,0.423011,0.0508073,0.0,0.322379,0.0489398,0.0,0.0,coco,indoor,learned,single_edge,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/learned/plots/compare_cdf_pdf_layer_3.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A63790>,8.461538461538462,0.11818181818181818,1,GenGamma,practically_pass,pass,None,True
179,4,8.39586179784175,6.058450032316043,13.341595221308332,17.236535688130477,6.559370506306624,120.03518356284408,196608000.0,0.2,-0.6,0.0129138418740904,9.685608715247528e-05,0.23,-0.7,0.0121816977005783,1.13285,0.0773372,0.0,0.987443,0.0513403,0.0,0.765976,0.0514437,0.0,0.0,coco,indoor,learned,dual_color,None,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/learned/plots/compare_cdf_pdf_layer_4.jpg,natural,<scipy.spatial._qhull.ConvexHull object at 0x000001E575AD2050>,3.4782608695652173,0.28750000000000003,1,GenGamma,borderline,large peak,None,False
