,group,dataset,subset,transform,orientation,channel,dataset_type,obs_var,var_lower,var_upper,total_samples,initial_r,initial_eta,best_r,best_eta,best_scale,kstest_stat_initial,kstest_stat_cutoff_0.05,kstest_stat_best,n_pval_0.05,obs_kurt,kurt_lower,kurt_upper,intersect_roi,hull_area,hull_r_lower,hull_r_upper,hull_beta_lower,hull_beta_upper,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma,github_plot,total_samples,beat_all_priors,best_prior,failure_category,failure_type,which_ones
142,24,spaceNet,full,learned,single_edge,,remote sensing,21.173402754686595,13.551118751567618,88.09374765291277,480000000.0,0.1,0.6,0.12,0.2,8.54738690334586e-10,0.0083461265591529,6.198809110762993e-05,0.0078542908725323,29296.0,212.3095978643873,7.920719085859245,600.4919996532997,1.0,0.006083004251313629,0.1,0.3,2.333333333333333,21.0,1.84142,0.0682071,0.0,1.61266,0.0411606,0.0,1.2735,0.0411918,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_24.jpg,480000000.0,1,GenGamma,practically_pass,pass,
143,25,spaceNet,full,learned,multi_edge,,remote sensing,9.03464644015979,5.765562683447828,37.2075824466312,480000000.0,0.2,0.1,0.17,0.4,1.6854464672397695e-06,0.0038496136515406,6.198809110762993e-05,0.0037437894404395,131835.0,212.50923297048507,6.0121680990104,614.7023264948475,1.0,0.021117802190105533,0.1,0.4,2.0,38.99999999999999,1.54753,0.0511295,0.0,1.36107,0.0237359,0.0,1.08945,0.0231282,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_25.jpg,480000000.0,1,GenGamma,practically_pass,pass,
144,26,spaceNet,full,learned,dual_color,,remote sensing,43.14164174756185,31.47304931299793,81.47908780958619,480000000.0,0.3,-0.7,0.26,-0.6,0.0849784528161286,0.0236475624525358,6.198809110762993e-05,0.0234610416691823,3474.0,29.624903666689512,5.992824891000535,238.4531140185108,0.0,0.0,,,,,2.87132,0.0724886,0.0,2.46225,0.0466292,0.0,1.97253,0.0499582,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_26.jpg,480000000.0,1,GenGamma,trivial_failure,asymmetric,
145,27,spaceNet,full,learned,multi_edge,,remote sensing,10.058828841830875,5.421984429320597,94.50466843332153,480000000.0,0.2,0.0,0.15,0.4,9.339274993356861e-08,0.0038681140952685,6.198809110762993e-05,0.0034657764105616,148314.0,1427.5507878429655,7.093178461553281,846.0553211708931,1.0,0.016119990088419026,0.1,0.4,2.0,36.0,1.43173,0.0531042,0.0,1.26101,0.0259214,0.0,1.00364,0.0250514,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_27.jpg,480000000.0,1,GenGamma,practically_pass,pass,
146,28,spaceNet,full,learned,single_edge,,remote sensing,29.010986266093816,19.03809149386276,108.65782153707065,480000000.0,0.3,-0.8,0.23,-0.7,0.0264658686692467,0.0093815551672218,6.198809110762993e-05,0.0081928122400398,27807.0,122.90436993871906,7.573222152442264,436.0618504436649,0.0,0.0027569005218935363,0.19,0.3,2.1,5.2631578947368425,2.14642,0.0725843,0.0,1.85979,0.0463568,0.0,1.45988,0.0474995,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_28.jpg,480000000.0,1,GenGamma,practically_pass,pass,
147,29,spaceNet,full,learned,single_edge,,remote sensing,20.822995669521006,13.808396620353896,48.73208894409049,480000000.0,0.2,-0.3,0.2,-0.27,0.0004367380166002,0.0388805329753934,6.198809110762993e-05,0.0388791580581659,1156.0,47.80006746090991,8.00596179900825,268.5106684180456,0.0,0.0,,,,,1.71249,0.0763964,0.0,1.46864,0.051423,0.0,1.13647,0.053281,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_29.jpg,480000000.0,1,GenGamma,trivial_failure,asymmetric,
148,30,spaceNet,full,learned,single_edge,,remote sensing,19.45063610611612,11.978844499888863,79.73836454875443,480000000.0,0.2,-0.5,0.18,-0.4,0.0001389277549201,0.0070952880060962,6.198809110762993e-05,0.0064909716892611,43944.0,160.1219992536287,8.820242871081362,552.6302496769829,1.0,0.00731453789638555,0.1,0.3,2.266666666666667,20.0,1.67885,0.0694062,0.0,1.46591,0.0429375,0.0,1.14756,0.0431666,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_30.jpg,480000000.0,1,GenGamma,practically_pass,pass,
149,31,spaceNet,full,learned,eye,,remote sensing,45.65640394191919,32.45554369899387,80.62941184094326,480000000.0,0.1,1.5,0.09,1.9,3.000094252966322e-17,0.0622656979328577,6.198809110762993e-05,0.0622651170357154,457.0,25.02848603447092,4.759065109211691,193.79744331978628,0.0,0.0,,,,,3.15244,0.0714553,0.0,2.38649,0.062265,0.0,1.98208,0.0633136,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_31.jpg,480000000.0,0,Laplace,trivial_failure,asymmetric,
150,32,spaceNet,full,learned,single_edge,,remote sensing,29.96869369135145,19.665261433206087,74.52916234938002,480000000.0,0.4,-1.0,0.4,-1.02,5.346585143436133,0.0169076792898358,6.198809110762993e-05,0.0148998921628836,8239.0,51.00324729106481,7.20875307848168,377.97976116152313,0.0,0.0,,,,,2.07381,0.0821771,0.0,1.75111,0.058146,0.0,1.3808,0.0609547,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_32.jpg,480000000.0,1,GenGamma,trivial_failure,asymmetric,
151,33,spaceNet,full,learned,multi_edge,,remote sensing,16.6375472743384,10.065270333967788,59.30817536690576,480000000.0,0.1,1.3,0.1,1.2,1.5673379500612385e-14,0.0039032108091167,6.198809110762993e-05,0.0037593669629546,131835.0,158.38510003912322,7.709445816278299,578.378824238407,1.0,0.008895785564045964,0.09,0.3,3.0,35.55555555555556,1.85205,0.0551345,0.0,1.63465,0.0282275,0.0,1.29616,0.0265236,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_33.jpg,480000000.0,1,GenGamma,practically_pass,pass,
152,34,spaceNet,full,learned,single_edge,,remote sensing,25.921622107634946,16.331902074366702,100.43370342873388,480000000.0,0.2,-0.6,0.23,-0.7,0.023647532700269,0.0093073678413183,6.198809110762993e-05,0.0064228416879576,43944.0,123.49758696307993,7.659585126316709,496.5483443099145,0.0,0.0034182214673919567,0.15,0.31,1.9354838709677418,8.666666666666668,2.0015,0.0724196,0.0,1.74534,0.0457323,0.0,1.37191,0.0461694,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_34.jpg,480000000.0,1,GenGamma,practically_pass,pass,
153,38,spaceNet,full,learned,dual_color,,remote sensing,71.52992193914459,47.99331645827993,127.93212759720237,480000000.0,0.3,-0.9,0.3,-0.89,1.3606419692948128,0.0211859825093285,6.198809110762993e-05,0.0210496355242269,4119.0,32.99954588274924,7.523353514632873,241.57425095933752,0.0,0.0,,,,,3.25463,0.0769226,0.0,2.68919,0.0552357,0.0,2.11782,0.0582104,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_38.jpg,480000000.0,1,GenGamma,trivial_failure,asymmetric,
154,39,spaceNet,full,learned,eye,,remote sensing,52.075115655613104,36.45186347698336,97.09869238483915,480000000.0,0.4,-0.4,0.6,-0.62,17.008415143092925,0.066483749589298,6.198809110762993e-05,0.0664837151652059,432.0,28.108864020292646,5.246403247990566,249.5669058869031,0.0,0.0,,,,,3.36762,0.0692364,0.0,3.24316,0.0664837,0.0,2.29369,0.0664837,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_39.jpg,480000000.0,0,Laplace,trivial_failure,asymmetric,
155,40,spaceNet,full,learned,inside_out,,remote sensing,42.19076863086766,32.94703709524399,56.02133613365323,480000000.0,0.1,5.4,0.1,5.6,5.9518319070841785e-18,0.0151342876643073,6.198809110762993e-05,0.0150804155167145,8239.0,9.457331198852977,2.8140974410225144,64.46368986520972,0.0,0.0,,,,,4.48885,0.0417654,0.0,4.00375,0.0164673,0.0,3.262,0.0164869,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_40.jpg,480000000.0,1,GenGamma,borderline,asymmetric,
156,41,spaceNet,full,learned,multi_edge,,remote sensing,29.529004168366832,17.95649997055392,89.07756011803696,480000000.0,0.1,0.6,0.11,0.5,1.5644704052973598e-11,0.0052212372180373,6.198809110762993e-05,0.0048277324151979,83424.0,107.21651665174888,8.918759559310445,467.2129114888881,1.0,0.005711420710320994,0.09,0.3,2.666666666666667,26.666666666666668,2.15176,0.0629328,0.0,1.89776,0.0360734,0.0,1.49727,0.0345961,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_41.jpg,480000000.0,1,GenGamma,practically_pass,pass,
157,42,spaceNet,full,learned,dual_color,,remote sensing,79.81629048453834,52.84171820133131,160.56242854739733,480000000.0,0.3,-1.0,0.24,-0.9,0.2727339151770482,0.0135692727453661,6.198809110762993e-05,0.0123835394726214,12358.0,39.62573606862097,8.579667972047003,290.3528063088634,0.0,0.0,,,,,2.93616,0.0829719,0.0,2.48639,0.0591614,0.0,1.93032,0.0608663,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_42.jpg,480000000.0,1,GenGamma,practically_pass,pass,
158,43,spaceNet,full,learned,single_edge,,remote sensing,28.662572335018726,19.639213481503763,65.38037959020397,480000000.0,0.5,-1.1,0.6,-1.14,28.08927118575544,0.018455819369785,6.198809110762993e-05,0.0162342848511092,7324.0,48.46274742061898,6.720216375455832,331.80310825949283,0.0,0.0,,,,,2.00959,0.085767,0.0,1.66751,0.0636517,0.0,1.3199,0.0669251,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_43.jpg,480000000.0,1,GenGamma,trivial_failure,asymmetric,
159,44,spaceNet,full,learned,dual_color,,remote sensing,59.93764812799737,39.28336367821972,148.3890087651137,480000000.0,0.2,-0.7,0.2,-0.63,0.0053514173967466,0.020081368189599,6.198809110762993e-05,0.0190022215564825,5211.0,62.75708809563206,8.739342342219446,417.1271829004348,0.0,0.0,,,,,2.76614,0.0773001,0.0,2.32586,0.0540092,0.0,1.81237,0.0562534,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_44.jpg,480000000.0,1,GenGamma,trivial_failure,asymmetric,
160,45,spaceNet,full,learned,eye,,remote sensing,38.247326316433096,26.47434673664644,80.69726235415365,480000000.0,0.2,-0.4,0.26,-0.6,0.0792697948546551,0.0296911838018979,6.198809110762993e-05,0.02967764153111,2059.0,37.1332143360124,6.125220477640338,290.57625054793823,0.0,0.0,,,,,2.60266,0.0735342,0.0,2.2547,0.0470371,0.0,1.7677,0.0493221,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_45.jpg,480000000.0,1,GenGamma,trivial_failure,asymmetric,
161,46,spaceNet,full,learned,eye,,remote sensing,25.53210717746388,18.215948836072297,40.33700287005261,480000000.0,0.9,-0.8,0.74,-0.7,16.297203813466666,0.0444905310817078,6.198809110762993e-05,0.0443363715881148,915.0,17.400956682330442,4.460901348873859,133.43131126046887,0.0,0.0,,,,,2.76733,0.0603261,0.0,2.48485,0.0445124,0.0,1.86959,0.0450564,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_46.jpg,480000000.0,1,GenGamma,trivial_failure,multimodal,
162,47,spaceNet,full,learned,dual_color,,remote sensing,48.59367493207999,35.78845827588697,81.6087452478566,480000000.0,1.5,-1.2,1.2,-1.19,145.37778095252065,0.0139733572469505,6.198809110762993e-05,0.0134857969748816,10426.0,20.281405128542065,5.844362858856044,164.62063382543533,0.0,0.0,,,,,2.92468,0.0787491,0.0,2.40167,0.0577193,0.0,1.89001,0.0606527,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_47.jpg,480000000.0,1,GenGamma,borderline,large peak,
163,48,spaceNet,full,learned,single_edge,,remote sensing,19.873367008314258,12.545296656205526,49.22546696560987,480000000.0,0.1,0.7,0.08,1.1,3.463956819795435e-19,0.012477591650951,6.198809110762993e-05,0.0114543257541358,14648.0,70.65176464153036,8.481634894243893,372.2474982610199,0.0,0.0,,,,,1.73687,0.0702147,0.0,1.51594,0.0435508,0.0,1.19147,0.0438692,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_48.jpg,480000000.0,1,GenGamma,borderline,asymmetric,
164,49,spaceNet,full,learned,single_edge,,remote sensing,76.5977280890017,47.23433953096735,147.91578404664943,480000000.0,0.2,-0.9,0.25,-1.0,0.6383144007416809,0.0166374821331776,6.198809110762993e-05,0.0130239124882192,10986.0,43.55797370777443,9.775627562256265,275.6789589149903,0.0,0.0,,,,,2.41157,0.0924653,0.0,2.07006,0.0682382,0.0,1.58494,0.0683249,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_49.jpg,480000000.0,1,GenGamma,interesting_failure,large peak,
165,50,spaceNet,full,learned,single_edge,,remote sensing,59.35954275709163,39.22788534366078,121.04993830668386,480000000.0,0.3,-0.9,0.3,-0.91,1.2435460363929582,0.020681861942695,6.198809110762993e-05,0.0193717299545772,4944.0,42.38336865592304,7.487004875042869,293.24877187193385,0.0,0.0,,,,,2.80515,0.0824405,0.0,2.35007,0.0593406,0.0,1.84132,0.061904,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_50.jpg,480000000.0,1,GenGamma,trivial_failure,asymmetric,
166,52,spaceNet,full,learned,inside_out,,remote sensing,40.77780556945682,30.768168211266456,59.10623919018501,480000000.0,0.1,5.5,0.1,5.9,3.761043555119524e-18,0.017379144480191,6.198809110762993e-05,0.0171999614951335,6178.0,11.680814017387398,2.9092425064479004,77.95810257114617,0.0,0.0,,,,,4.31527,0.0407163,0.0,3.94654,0.0194451,0.0,3.1769,0.0165857,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_52.jpg,480000000.0,0,Student-T,trivial_failure,multimodal,
167,54,spaceNet,full,learned,multi_edge,,remote sensing,6.529077828183722,4.004236111723004,30.88423106737181,480000000.0,0.2,0.2,0.16,0.7,1.367173113831016e-07,0.0042391121270955,6.198809110762993e-05,0.0035123509058877,148314.0,338.0587266219173,6.09205414264988,677.7809121040839,1.0,0.027061648586925485,0.1,0.5,1.6,42.0,1.32439,0.0486276,0.0,1.16592,0.0213927,0.0,0.933866,0.0206463,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_54.jpg,480000000.0,1,GenGamma,practically_pass,pass,
168,55,spaceNet,full,learned,single_edge,,remote sensing,31.917315459019385,19.596946728331066,100.408860379868,480000000.0,0.2,-0.6,0.2,-0.58,0.0028722650801973,0.0078439245827376,6.198809110762993e-05,0.0063728537888603,43944.0,97.38605160516104,8.660193463832185,477.4817278536723,1.0,0.006265896238027793,0.1,0.3,2.333333333333333,20.0,2.15909,0.0702908,0.0,1.88492,0.0434581,0.0,1.48539,0.043846,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_55.jpg,480000000.0,1,GenGamma,practically_pass,pass,
169,56,spaceNet,full,learned,dual_color,,remote sensing,65.71891184267646,44.36865980115986,115.32036414447828,480000000.0,0.4,-1.1,0.3,-1.03,2.8306823492332547,0.0150614950108202,6.198809110762993e-05,0.0144355179295713,9268.0,30.42756070682144,8.123272092308445,196.01142667939047,0.0,0.0,,,,,2.66359,0.0888868,0.0,2.24254,0.0653954,0.0,1.74638,0.0674345,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_56.jpg,480000000.0,1,GenGamma,borderline,large peak,
170,57,spaceNet,full,learned,single_edge,,remote sensing,49.04221990353983,32.68479071413919,114.9162278817047,480000000.0,0.3,-0.9,0.24,-0.8,0.108010048941874,0.0115123926171066,6.198809110762993e-05,0.0106306260566056,16479.0,53.447310727969615,7.788758241843912,334.86247898801605,0.0,0.0,,,,,2.5778,0.0791264,0.0,2.214,0.0536823,0.0,1.73305,0.0552444,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_57.jpg,480000000.0,1,GenGamma,practically_pass,pass,
171,58,spaceNet,full,learned,inside_out,,remote sensing,22.23282569748327,17.832569954825978,32.850754100427224,480000000.0,0.2,6.6,0.22,6.8,1.0126197913879048e-06,0.0286590741773092,6.198809110762993e-05,0.0283682849246108,2316.0,11.668046730493405,2.437682314147747,111.60120328276926,0.0,0.0,,,,,3.61589,0.0281403,0.0,3.60073,0.0368449,0.0,3.01029,0.029919,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_58.jpg,480000000.0,0,Gaussian,trivial_failure,multimodal,
172,59,spaceNet,full,learned,dual_color,,remote sensing,79.85097503697276,57.78137292077354,136.53037720408298,480000000.0,2.1,-1.2,1.7,-1.19,254.31800946831933,0.0139491312619509,6.198809110762993e-05,0.0137041380139971,9895.0,22.54095511009988,5.705027703286022,181.03372522791537,0.0,0.0,,,,,3.80412,0.0761494,0.0,3.1139,0.0555171,0.0,2.46548,0.058739,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_59.jpg,480000000.0,1,GenGamma,borderline,large peak,
173,60,spaceNet,full,learned,misc,,remote sensing,5.2418330279673535,3.5662197412588363,14.920229780018808,480000000.0,0.1,3.5,0.1,3.3,2.703613759607999e-17,0.0104101933210729,6.198809110762993e-05,0.0104068617530811,16479.0,71.48184012645345,5.239636824651275,452.5945076459492,0.0,0.0,,,,,1.33345,0.0427886,0.0,1.17686,0.0163895,0.0,0.930776,0.0152488,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_60.jpg,480000000.0,1,GenGamma,practically_pass,pass,
174,61,spaceNet,full,learned,misc,,remote sensing,20.29031987597485,13.62848816624935,46.02772506659476,480000000.0,0.3,-0.8,0.29,-0.8,0.2356568317510418,0.0117193848750548,6.198809110762993e-05,0.0105280355816885,16479.0,42.00424738642796,7.354010567085544,280.3402294158333,0.0,0.0,,,,,1.84368,0.0736808,0.0,1.59373,0.0474648,0.0,1.25082,0.049451,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_61.jpg,480000000.0,1,GenGamma,practically_pass,pass,
175,62,spaceNet,full,learned,misc,,remote sensing,60.90431571509468,42.728164267765045,98.38631351681308,480000000.0,0.2,-0.7,0.2,-0.7,0.0085093208742829,0.0346141214849933,6.198809110762993e-05,0.034600477440744,1543.0,22.328586262037938,6.749926686062324,158.2711436941361,0.0,0.0,,,,,2.67025,0.0904935,0.0,2.23638,0.067596,0.0,1.73382,0.0695589,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_62.jpg,480000000.0,1,GenGamma,trivial_failure,asymmetric,
176,63,spaceNet,full,learned,multi_edge,,remote sensing,15.903836474724766,9.932449626700643,55.65081902945397,480000000.0,0.1,1.7,0.11,1.5,3.29586321362322e-13,0.0037645868661613,6.198809110762993e-05,0.0030039542066929,197752.0,146.43677537582204,7.005414801380283,523.8685437135971,1.0,0.00899065297854295,0.09,0.3,3.3333333333333335,40.0,1.98089,0.049251,0.0,1.74742,0.0224331,0.0,1.39413,0.0204469,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/learned/plots/compare_cdf_pdf_layer_63.jpg,480000000.0,1,GenGamma,practically_pass,pass,
177,2,spaceNet,full,fourier,,green,remote sensing,1477.6981,1373.1227,1589.9102,47614.0,2.7,-0.9,2.7,-0.9,3525.24862214872,0.0066564092513546,0.0062204080553092,0.0066564092513546,40173.0,6.1201763,4.479359,8.864679,0.0,14.88356736067328,0.8,20.0,0.03,1.0,28.0341,0.0345749,6.901959999999999e-50,23.452,0.0126725,4.5242e-07,19.6373,0.017222,1.06886e-12,0.029285665,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/fourier/green/plots/compare_cdf_pdf_layer_2.jpg,47614.0,1,GenGamma,practically_pass,pass,
178,5,spaceNet,full,fourier,,green,remote sensing,613.39966,560.56464,673.3799,102030.0,1.4,-0.9,1.6,-0.91,1210.2221993237138,0.0080126039856246,0.0042501094782857,0.007863016199793,28695.0,10.62453,6.5598454,16.423002,0.0,0.5732591498826461,0.8,3.4,0.1764705882352941,0.8749999999999999,16.7722,0.0382193,6.259219999999997e-130,14.1078,0.0145736,2.97526e-19,11.5489,0.0180373,2.89127e-29,6.5985326e-06,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/fourier/green/plots/compare_cdf_pdf_layer_5.jpg,102030.0,1,GenGamma,practically_pass,pass,
179,8,spaceNet,full,fourier,,green,remote sensing,177.00272,161.60426,194.4774,326496.0,1.4,-0.9,1.5,-0.91,325.3502512119894,0.0070334984102859,0.0023762874939549,0.0068570885431034,40812.0,10.694184,6.5626287,22.191257,0.0,0.51501791344087,0.5,2.3,0.2608695652173913,1.7999999999999998,8.84269,0.0387748,0.0,7.58579,0.0138155,1.4667199999999998e-54,6.09559,0.0165964,1.5104299999999998e-78,9.2165716e-14,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/fourier/green/plots/compare_cdf_pdf_layer_8.jpg,326496.0,1,GenGamma,practically_pass,pass,
180,11,spaceNet,full,fourier,,green,remote sensing,42.97564,39.382267,46.911724,904666.0,1.3,-0.9,1.28,-0.9,72.12480891120867,0.0062114449699014,0.0014276807376072,0.0060296036648633,53667.0,9.706752,6.305946,16.889559,0.0,3.438484540371289,0.4,10.0,0.05,2.75,4.34419,0.0394708,0.0,3.76117,0.014177,2.277729999999999e-158,2.98988,0.0166136,2.49856e-217,5.383226100000001e-29,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/fourier/green/plots/compare_cdf_pdf_layer_11.jpg,904666.0,1,GenGamma,practically_pass,pass,
181,14,spaceNet,full,fourier,,green,remote sensing,12.346855,11.270123,13.649725,2727602.0,0.7,-0.8,0.8,-0.83,11.184536286613485,0.0055786124348715,0.0008222587962986,0.0051079531515748,71917.0,11.606633,6.6025305,31.444622,1.0,0.746736715838381,0.2,2.7,0.18518518518518517,10.0,2.25356,0.0421061,0.0,1.98738,0.0152652,0.0,1.54927,0.01754,0.0,3.0565251e-62,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/fourier/green/plots/compare_cdf_pdf_layer_14.jpg,2727602.0,1,GenGamma,practically_pass,pass,
182,17,spaceNet,full,fourier,,green,remote sensing,3.0356157,2.7154095,3.7937293,8298440.0,0.5,-0.6,0.5,-0.58,0.500627368487833,0.0042877533752408,0.0004714271372994,0.0035959498849973,145870.0,39.583656,7.2798157,243.68773,1.0,0.3590917333698322,0.1,1.5,0.4,50.0,1.10211,0.0411104,0.0,0.973782,0.0143538,0.0,0.760192,0.0161463,0.0,1.2452112999999992e-93,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/fourier/green/plots/compare_cdf_pdf_layer_17.jpg,8298440.0,1,GenGamma,practically_pass,pass,
183,20,spaceNet,full,fourier,,green,remote sensing,0.49730793,0.42955288,0.78189677,25140192.0,0.2,0.8,0.2,0.8,1.0299850024671898e-06,0.0024526607871093,0.0002708547073073,0.0024526607871093,294610.0,156.6641,7.4384747,791.2456,1.0,0.23711400243061487,0.1,1.3,0.5384615384615383,67.0,0.449737,0.0379416,0.0,0.397016,0.0120373,0.0,0.315896,0.010281,0.0,8.748086299999996e-132,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/fourier/green/plots/compare_cdf_pdf_layer_20.jpg,25140192.0,1,GenGamma,practically_pass,pass,
184,23,spaceNet,full,fourier,,green,remote sensing,0.12028828,0.10906798,0.15054002,65734528.0,0.1,4.7,0.1,4.7,6.806960754584824e-20,0.0024550176937416,0.0001675050733668,0.0024550176937416,308472.0,34.890343,5.1961946,215.31126,1.0,0.6032148634716512,0.09,2.4,0.29166666666666663,98.00000000000001,0.248234,0.0321212,0.0,0.215778,0.00787317,0.0,0.176172,0.0045122,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/fourier/green/plots/compare_cdf_pdf_layer_23.jpg,65734528.0,1,GenGamma,practically_pass,pass,
185,2,spaceNet,full,fourier,,gray,remote sensing,1313.12,1220.4937,1412.5853,47614.0,2.9,-0.9,2.9,-0.9,3159.3785159094914,0.0066491189897052,0.0062204080553092,0.0066491189897052,40173.0,6.068365,4.379918,8.60989,0.0,13.180292794758206,0.8,20.0,0.03,1.0,26.4631,0.0346172,5.222179999999999e-50,22.2207,0.0127566,3.69033e-07,18.6154,0.0172106,1.10958e-12,0.029557581,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/spaceNet/full/fourier/gray/plots/compare_cdf_pdf_layer_2.jpg,47614.0,1,GenGamma,practically_pass,pass,
