,group,dataset,subset,transform,orientation,channel,dataset_type,obs_var,var_lower,var_upper,total_samples,initial_r,initial_eta,best_r,best_eta,best_scale,kstest_stat_initial,kstest_stat_cutoff_0.05,kstest_stat_best,n_pval_0.05,obs_kurt,kurt_lower,kurt_upper,intersect_roi,hull_area,hull_r_lower,hull_r_upper,hull_beta_lower,hull_beta_upper,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma,github_plot,total_samples,beat_all_priors,best_prior,failure_category,failure_type,which_ones
102,20,ravdess,1e5geoim,fft,,normal_intensity,speech,82795303596983.36,76796484140315.19,89377477807664.08,769536.0,0.1,6.9,0.1,6.9,2.67847512940031e-06,0.0018610368683823,0.0015479468139976,0.0018610368683823,547843.0,6.679419327069088,4.34186223705262,12.376771903185883,0.0,0.0001767875221153324,0.09,0.12,66.66666666666667,144.99999999999997,1000000.0,0.345663,0.0,1000000.0,0.300964,0.0,1000000.0,0.276929,0.0,0.0096711539,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/normal_intensity/plots/compare_cdf_pdf_layer_20.jpg,769536.0,1,GenGamma,,,
103,23,ravdess,1e5geoim,fft,,normal_intensity,speech,7693020803365.627,7270886762036.579,8157248274641.582,2137344.0,0.2,7.6,0.2,7.6,31176.24084997236,0.0005293586634348,0.0009288757526913,0.0005293586634348,6847222.0,2.9375843242027795,1.708109561968036,6.831795958706424,0.0,0.0012300324383433424,0.1,0.21,36.0,155.0,1000000.0,0.192366,0.0,1000000.0,0.150187,0.0,1000000.0,0.124679,0.0,0.58693219,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/normal_intensity/plots/compare_cdf_pdf_layer_23.jpg,2137344.0,1,GenGamma,,,
104,26,ravdess,1e5geoim,fft,,normal_intensity,speech,3254223044640.1,3037161785889.8154,3503769213281.3574,5931264.0,0.1,7.4,0.1,7.4,6.40297977458972e-08,0.0006515677471151,0.0005576167305598,0.0006515677471151,4448448.0,5.574509174970014,3.2563591580946047,14.406479694979735,0.0,0.0010037495736313939,0.09,0.2,29.0,155.0,1000000.0,0.0808622,0.0,1000000.0,0.041969,0.0,1000000.0,0.0138451,0.0,0.012992135,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/normal_intensity/plots/compare_cdf_pdf_layer_26.jpg,5931264.0,1,GenGamma,,,
105,30,ravdess,1e5geoim,fft,,normal_intensity,speech,45077196257.25905,41581471050.96799,48968122619.566765,4459008.0,0.2,1.1,0.19,1.2,18954.65447572203,0.002461287372529,0.0006431124832111,0.0021488126533579,418032.0,7.916070750616136,5.253750312335192,16.333639200480658,0.0,0.002166429649451687,0.1,0.21,11.999999999999998,75.0,147507.0,0.0369195,0.0,129320.0,0.0103785,0.0,105338.0,0.00900475,,2.6123142000000005e-18,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/normal_intensity/plots/compare_cdf_pdf_layer_30.jpg,4459008.0,1,GenGamma,,,
106,2,ravdess,1e5geoim,fft,,statement_1,speech,356830582924206.06,303979769344705.5,419549887350169.25,1440.0,0.1,6.4,0.1,6.4,2.1785595702315857e-05,0.0107653998940766,0.0356711674760886,0.0107653998940766,16402.0,9.504944156020612,4.874284201801725,13.495807600117551,0.0,0.00010017897557452576,0.1,0.12,62.5,95.0,1000000.0,0.418754,2.64053e-229,1000000.0,0.385774,2.353169999999999e-193,1000000.0,0.363033,1.4941799999999994e-170,0.995644,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_1/plots/compare_cdf_pdf_layer_2.jpg,1440.0,1,GenGamma,,,
107,5,ravdess,1e5geoim,fft,,statement_1,speech,795992728809031.4,702929314931988.2,896735204434566.9,4320.0,0.1,3.2,0.1,3.2,0.0037252468202476,0.0138481339563437,0.020623821110128,0.0138481339563437,9720.0,17.53817997598331,14.82367557643727,20.25249619607453,0.0,7.280407282062345e-05,0.09,0.11,39.09090909090909,62.99999999999999,1000000.0,0.415392,0.0,1000000.0,0.376886,0.0,1000000.0,0.353546,0.0,0.37541029,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_1/plots/compare_cdf_pdf_layer_5.jpg,4320.0,1,GenGamma,,,
108,8,ravdess,1e5geoim,fft,,statement_1,speech,167064852743775.0,145070326666448.44,191786793268759.7,12240.0,0.1,5.8,0.11,5.6,0.001760081360661,0.0104808755968259,0.0122618370593477,0.010448052934567,17425.0,27.408527447309066,18.534834899272845,40.50757232451469,0.0,4.815512673006827e-05,0.1,0.11,62.72727272727273,105.99999999999999,1000000.0,0.354378,0.0,1000000.0,0.310486,0.0,1000000.0,0.286498,0.0,0.13718312,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_1/plots/compare_cdf_pdf_layer_8.jpg,12240.0,1,GenGamma,,,
109,11,ravdess,1e5geoim,fft,,statement_1,speech,13554683977432.162,10694750607469.998,18347611845418.94,33840.0,0.2,8.7,0.2,8.7,21976.917417978537,0.0037177683139259,0.007377771632076,0.0037177683139259,128485.0,121.73854610868771,10.967461717650922,309.82004692318185,0.0,0.0011359100622822611,0.1,0.21,37.5,155.0,1000000.0,0.217463,0.0,1000000.0,0.173673,0.0,1000000.0,0.148719,0.0,0.7363492,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_1/plots/compare_cdf_pdf_layer_11.jpg,33840.0,1,GenGamma,,,
110,14,ravdess,1e5geoim,fft,,statement_1,speech,210318286008348.03,185870824657115.7,237847232639999.28,93600.0,0.1,-0.1,0.1,-0.11,48.6505170298549,0.0225593721862597,0.0044372995560441,0.0219961745467728,3699.0,21.08743479126572,14.737431494485218,31.797948437233728,1.0,0.00024041563060313038,0.08,0.11,11.81818181818182,22.5,1000000.0,0.197905,0.0,1000000.0,0.151349,0.0,1000000.0,0.127229,0.0,9.0165842e-40,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_1/plots/compare_cdf_pdf_layer_14.jpg,93600.0,1,GenGamma,,,
111,17,ravdess,1e5geoim,fft,,statement_1,speech,397776025378705.2,372964522131155.75,424982787667623.8,259920.0,0.1,6.0,0.1,6.0,3.970133333468384e-05,0.0085276669017761,0.0026632183123324,0.0085276669017761,24367.0,4.40520740103524,2.939635148706396,8.648834576302356,0.0,1.8145351477660493e-05,0.1,0.11,64.54545454545455,84.0,1000000.0,0.406834,0.0,1000000.0,0.371744,0.0,1000000.0,0.348592,0.0,7.5950129e-17,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_1/plots/compare_cdf_pdf_layer_17.jpg,259920.0,1,GenGamma,,,
112,20,ravdess,1e5geoim,fft,,statement_1,speech,100725452199901.78,93492514294166.31,108711321673565.7,721440.0,0.1,6.8,0.1,6.8,3.7235812282180025e-06,0.0016373960163403,0.0015987052472733,0.0016373960163403,721440.0,6.518886536206004,4.131004241792826,12.301920057653316,0.0,0.00019240212781750202,0.09,0.12,65.83333333333334,144.99999999999997,1000000.0,0.35728,0.0,1000000.0,0.313728,0.0,1000000.0,0.289739,0.0,0.041735186,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_1/plots/compare_cdf_pdf_layer_20.jpg,721440.0,1,GenGamma,,,
113,23,ravdess,1e5geoim,fft,,statement_1,speech,10918595942785.088,10269270248732.408,11671250852352.084,2003760.0,0.2,6.3,0.19,6.7,20212.69123382959,0.0010442276474421,0.0009593361084363,0.0010333701465028,1690672.0,4.128531723644316,2.239955405817565,11.53325142092624,0.0,0.0011759485182823803,0.1,0.2,38.0,155.0,1000000.0,0.218835,0.0,1000000.0,0.174456,0.0,1000000.0,0.14949,0.0,0.027681509,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_1/plots/compare_cdf_pdf_layer_23.jpg,2003760.0,1,GenGamma,,,
114,26,ravdess,1e5geoim,fft,,statement_1,speech,1912488864502.493,1798810985178.4363,2037603218821.869,5560560.0,0.2,4.2,0.19,4.5,17497.226043362676,0.000395926494534,0.0005759031306141,0.0002982136477622,21112750.0,3.811173458548424,2.37267923720948,8.482887265977578,0.0,0.0017054767956991288,0.1,0.2,26.499999999999996,155.0,1000000.0,0.0414465,0.0,1000000.0,0.0134126,0.0,825760.0,0.0127732,0.0,0.70576237,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_1/plots/compare_cdf_pdf_layer_26.jpg,5560560.0,1,GenGamma,,,
115,30,ravdess,1e5geoim,fft,,statement_1,speech,24313879883.088585,22448605230.58105,26339447537.72436,4180320.0,0.1,4.8,0.1,4.8,1.2089921031919742e-08,0.0020987323830692,0.000664202449716,0.0020987323830692,440892.0,7.504836988068984,5.239295969732226,12.814056554794895,0.0,0.0024072511062014153,0.09,0.2,13.5,91.0,112867.0,0.0321724,0.0,97970.4,0.00744021,1.9939999999999988e-201,80361.6,0.00466549,1.84026e-79,2.0282749e-16,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_1/plots/compare_cdf_pdf_layer_30.jpg,4180320.0,1,GenGamma,,,
116,2,ravdess,1e5geoim,fft,,statement_2,speech,302668547674595.94,258233778427982.84,356155933046703.0,1440.0,0.2,13.0,0.2,13.0,100000.0,0.0104332718397819,0.0356711674760886,0.0104332718397819,16402.0,9.514624953013188,3.9578838419275977,14.501235897702037,0.0,0.0,0.2,0.2,72.49999999999999,72.49999999999999,1000000.0,0.423479,9.645179999999998e-235,1000000.0,0.389789,1.5117499999999996e-197,1000000.0,0.366111,1.5163899999999991e-173,0.99717295,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_2/plots/compare_cdf_pdf_layer_2.jpg,1440.0,1,GenGamma,,,
117,5,ravdess,1e5geoim,fft,,statement_2,speech,461986969653092.0,378041540227291.6,556150251373401.06,4320.0,0.1,9.7,0.1,9.7,3.121759021523465e-07,0.0110820971477878,0.020623821110128,0.0110820971477878,14580.0,47.110715556984985,38.247552400568495,56.02299984467537,0.0,0.0002973919052886617,0.1,0.15,72.0,155.0,1000000.0,0.396289,0.0,1000000.0,0.357046,0.0,1000000.0,0.333287,0.0,0.65935567,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_2/plots/compare_cdf_pdf_layer_5.jpg,4320.0,1,GenGamma,,,
118,8,ravdess,1e5geoim,fft,,statement_2,speech,80930789219971.47,66752089350257.36,97162622360071.16,12240.0,0.2,8.9,0.2,8.9,88713.25688668112,0.0057880300848741,0.0122618370593477,0.0057880300848741,52281.0,51.45374740235373,35.54197713965744,65.11441064064226,0.0,0.0006546194468578777,0.1,0.2,50.5,155.0,1000000.0,0.337828,0.0,1000000.0,0.291746,0.0,1000000.0,0.2677,0.0,0.80451103,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_2/plots/compare_cdf_pdf_layer_8.jpg,12240.0,1,GenGamma,,,
119,11,ravdess,1e5geoim,fft,,statement_2,speech,8157558089721.553,7539993844000.998,8999805282271.076,33840.0,0.2,17.0,0.2,17.0,975.6739854461972,0.002039316150264,0.007377771632076,0.002039316150264,433639.0,10.165147976534188,2.2196763090752163,28.4571566762964,0.0,0.0009769296617455575,0.14,0.24,42.5,132.14285714285714,1000000.0,0.20735,0.0,1000000.0,0.164506,0.0,1000000.0,0.139294,0.0,0.99891617,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_2/plots/compare_cdf_pdf_layer_11.jpg,33840.0,1,GenGamma,,,
120,14,ravdess,1e5geoim,fft,,statement_2,speech,208008922645440.62,180358716971500.53,240581640883587.03,93600.0,0.1,-0.1,0.1,-0.09,39.24151615832047,0.0211386697370058,0.0044372995560441,0.0208667578786105,4387.0,29.30627849728114,17.52098811955899,50.39466801459962,1.0,0.00012199488538025677,0.08,0.1,13.0,22.5,1000000.0,0.192583,0.0,1000000.0,0.147699,0.0,1000000.0,0.123771,0.0,7.796551600000001e-36,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_2/plots/compare_cdf_pdf_layer_14.jpg,93600.0,1,GenGamma,,,
121,17,ravdess,1e5geoim,fft,,statement_2,speech,388231177504978.1,362211676259014.5,416679750071889.25,259920.0,0.1,5.3,0.1,5.3,9.752666194713932e-05,0.0082414027926691,0.0026632183123324,0.0082414027926691,27412.0,5.403621752356868,3.651718214673577,8.761791029846417,0.0,1.7614754713645845e-05,0.1,0.11,58.18181818181819,76.0,1000000.0,0.403133,0.0,1000000.0,0.366846,0.0,1000000.0,0.343487,0.0,9.2128979e-16,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_2/plots/compare_cdf_pdf_layer_17.jpg,259920.0,1,GenGamma,,,
122,20,ravdess,1e5geoim,fft,,statement_2,speech,105529795134163.84,97081713996346.2,115146748174195.14,721440.0,0.1,5.6,0.1,5.6,1.6588798608256674e-05,0.0022919437106537,0.0015987052472733,0.0022919437106537,360720.0,8.822809424317125,5.2364239032280455,19.12029429130769,0.0,0.00018277026159194742,0.09,0.12,55.83333333333334,115.0,1000000.0,0.350965,0.0,1000000.0,0.306748,0.0,1000000.0,0.282735,0.0,0.0010201103,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_2/plots/compare_cdf_pdf_layer_20.jpg,721440.0,1,GenGamma,,,
123,23,ravdess,1e5geoim,fft,,statement_2,speech,10332048042010.348,9617393112295.352,11253427050043.309,2003760.0,0.1,12.0,0.1,12.0,3.505546347637669e-09,0.0010655492008851,0.0009593361084363,0.0010655492008851,1690672.0,7.130255394479246,2.9469668486377687,23.83572099199816,0.0,0.0010437491162993814,0.09,0.2,37.0,155.0,1000000.0,0.206653,0.0,1000000.0,0.162954,0.0,1000000.0,0.13782,0.0,0.021116896,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_2/plots/compare_cdf_pdf_layer_23.jpg,2003760.0,1,GenGamma,,,
124,26,ravdess,1e5geoim,fft,,statement_2,speech,4816557122466.155,4516950526470.197,5143128828197.066,5560560.0,0.1,8.7,0.1,8.7,2.5752602241374427e-08,0.0004229599858537,0.0005759031306141,0.0004229599858537,10556374.0,4.306076538483841,2.8294950390237736,8.496248841785713,0.0,0.0011560131665506745,0.09,0.2,31.499999999999996,155.0,1000000.0,0.124194,0.0,1000000.0,0.085593,0.0,1000000.0,0.0588023,0.0,0.27274768,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_2/plots/compare_cdf_pdf_layer_26.jpg,5560560.0,1,GenGamma,,,
125,30,ravdess,1e5geoim,fft,,statement_2,speech,63970592978.84249,58931307897.86125,69545358947.8812,4180320.0,0.1,3.8,0.1,3.8,1.6395791796783465e-07,0.0030216023627215,0.000664202449716,0.0030216023627215,195952.0,8.166018833450119,5.3625085135990895,16.222368267134396,0.0,0.0017839303034821888,0.09,0.2,12.5,74.0,175280.0,0.0373851,0.0,153597.0,0.0107911,0.0,124865.0,0.00912725,6.508310000000001e-303,1.4093404000000002e-33,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/statement_2/plots/compare_cdf_pdf_layer_30.jpg,4180320.0,1,GenGamma,,,
126,2,ravdess,1e5geoim,fft,,strong_intensity,speech,382866534839862.3,324100396849161.6,450196057219146.4,1344.0,0.2,14.0,0.16,14.0,79.86871688728051,0.0142939350122555,0.0369188040002903,0.0136536530996402,10206.0,9.17779681707984,5.344246817444709,12.533964069701758,0.0,0.00019207937443077437,0.12,0.2,77.5,129.16666666666666,1000000.0,0.429099,2.9782199999999995e-225,1000000.0,0.395826,2.2032299999999992e-190,1000000.0,0.3731,1.8718499999999995e-168,0.9606563,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/strong_intensity/plots/compare_cdf_pdf_layer_2.jpg,1344.0,1,GenGamma,,,
127,5,ravdess,1e5geoim,fft,,strong_intensity,speech,745291254872750.4,649889410872961.9,847346375935032.8,4032.0,0.1,3.4,0.11,3.0,0.3475697604373027,0.0158904025412792,0.021346250972668,0.01586517689085,7654.0,19.15938855561074,15.821494598233595,22.58420888469809,0.0,0.0001089928358550104,0.09,0.12,37.5,58.88888888888889,1000000.0,0.407879,0.0,1000000.0,0.368,0.0,1000000.0,0.344295,0.0,0.25940426,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/strong_intensity/plots/compare_cdf_pdf_layer_5.jpg,4032.0,1,GenGamma,,,
128,8,ravdess,1e5geoim,fft,,strong_intensity,speech,179532301926889.16,156596775548569.7,204282300542555.7,11424.0,0.1,5.7,0.09,6.0,2.0688083271348004e-08,0.0124114155971685,0.0126917061008193,0.0113408577537743,14458.0,24.56317531649041,19.76896954002504,29.5396532193005,0.0,0.00012348707696898336,0.1,0.12,56.666666666666664,101.99999999999999,1000000.0,0.348994,0.0,1000000.0,0.303951,0.0,1000000.0,0.279941,0.0,0.10506436,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/strong_intensity/plots/compare_cdf_pdf_layer_8.jpg,11424.0,1,GenGamma,,,
129,11,ravdess,1e5geoim,fft,,strong_intensity,speech,10684743872421.203,9879611783486.793,11678107354116.014,31584.0,0.2,10.0,0.21,9.6,49797.47482711043,0.0032838709103729,0.0076365388413218,0.00302937784794,202365.0,8.575494787709745,3.301797208521548,19.73571027306788,0.0,0.0010799780678794851,0.1,0.21,38.0,155.0,1000000.0,0.223138,0.0,1000000.0,0.179284,0.0,1000000.0,0.154238,0.0,0.93314335,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/strong_intensity/plots/compare_cdf_pdf_layer_11.jpg,31584.0,1,GenGamma,,,
130,14,ravdess,1e5geoim,fft,,strong_intensity,speech,162517112319553.5,134269282795991.4,196280737753400.75,87360.0,0.1,0.1,0.11,0.0,353.45948929227205,0.0255179796738774,0.0045929764073914,0.0245706606359938,3070.0,53.4077158125441,31.659409692602228,84.90391236999169,1.0,0.00011333684260530964,0.08,0.12,10.833333333333334,25.0,1000000.0,0.161437,0.0,1000000.0,0.114686,0.0,1000000.0,0.0903894,0.0,3.0050449e-46,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/strong_intensity/plots/compare_cdf_pdf_layer_14.jpg,87360.0,1,GenGamma,,,
131,17,ravdess,1e5geoim,fft,,strong_intensity,speech,399493607211459.0,372468552766742.4,428998732129312.1,242592.0,0.1,4.4,0.1,4.4,0.0003786374062539,0.0121640589528836,0.0027566694904198,0.0121640589528836,12792.0,5.507585044526925,3.7784584305721394,8.769745304942074,0.0,5.6940798492748274e-05,0.09,0.11,50.0,70.0,1000000.0,0.39413,0.0,1000000.0,0.357703,0.0,1000000.0,0.33437,0.0,1.3138408000000002e-31,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/strong_intensity/plots/compare_cdf_pdf_layer_17.jpg,242592.0,1,GenGamma,,,
132,20,ravdess,1e5geoim,fft,,strong_intensity,speech,126293524500393.58,116828643440755.9,136960797863753.84,673344.0,0.1,6.0,0.1,6.0,1.2158824828598685e-05,0.0016389074719095,0.0016548087389045,0.0016389074719095,673344.0,7.410565087677751,4.600879255237682,14.709857286836824,0.0,0.00015893954253728783,0.09,0.12,59.16666666666666,125.0,1000000.0,0.364002,0.0,1000000.0,0.321147,0.0,1000000.0,0.297184,0.0,0.053654309,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/strong_intensity/plots/compare_cdf_pdf_layer_20.jpg,673344.0,1,GenGamma,,,
133,23,ravdess,1e5geoim,fft,,strong_intensity,speech,13956289927028.244,13058218225405.338,15012587230488.225,1870176.0,0.1,12.0,0.1,12.0,4.857744408016551e-09,0.0009785004676926,0.000993004187502,0.0009785004676926,1870176.0,5.128342487537946,2.551656334778364,14.651006930364392,0.0,0.0010070556553911758,0.09,0.2,39.5,155.0,1000000.0,0.236501,0.0,1000000.0,0.190922,0.0,1000000.0,0.166293,0.0,0.055644263,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/strong_intensity/plots/compare_cdf_pdf_layer_23.jpg,1870176.0,1,GenGamma,,,
134,26,ravdess,1e5geoim,fft,,strong_intensity,speech,3497926228281.2046,3253829009768.1045,3773109226089.828,5189856.0,0.1,7.5,0.1,7.5,5.993294424873868e-08,0.00123957303608,0.0005961152843448,0.00123957303608,1231575.0,6.25843724644632,3.871573014235912,13.701746641034662,0.0,0.0011022886921629625,0.09,0.2,29.0,155.0,1000000.0,0.0839185,0.0,1000000.0,0.0472409,0.0,1000000.0,0.0186597,0.0,2.3668504e-07,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/strong_intensity/plots/compare_cdf_pdf_layer_26.jpg,5189856.0,1,GenGamma,,,
135,30,ravdess,1e5geoim,fft,,strong_intensity,speech,43165466222.89688,39052308188.55264,48001535105.82993,3901632.0,0.1,3.6,0.09,4.0,2.3238900141325206e-10,0.0038698582506697,0.0006875134029936,0.0038610537732915,121926.0,14.015626640568929,8.286225118946293,31.07093744769153,0.0,0.002068993387346787,0.09,0.2,11.499999999999998,67.0,133926.0,0.0375075,0.0,117191.0,0.0127306,0.0,95102.3,0.00739115,1.4640199999999992e-185,6.0099195e-51,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/fft/strong_intensity/plots/compare_cdf_pdf_layer_30.jpg,3901632.0,1,GenGamma,,,
136,2,ravdess,1e5geoim,stft,,female,speech,47.57367,38.675888,65.74672,6143445.0,0.2,-0.6,0.2,-0.62,0.0050330267016198,0.0029547804669057,0.0005479031753213,0.0018608818017685,546696.0,111.03863,20.712982,429.63885,1.0,0.1012084472842879,0.1,0.7,0.5714285714285714,19.0,2.60043,0.066545,0.0,2.26515,0.0405476,0.0,1.76099,0.0411327,0.0,6.639153300000001e-19,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/stft/female/plots/compare_cdf_pdf_layer_2.jpg,6143445.0,1,GenGamma,,,
137,3,ravdess,1e5geoim,stft,,female,speech,25.289915,21.1266,31.79925,7281120.0,0.3,-0.9,0.3,-0.91,0.5486870415563069,0.0024863295164151,0.0005032832335974,0.0016756128138811,682605.0,61.61051,21.747972,208.499,1.0,0.09093313311320442,0.1,0.6,0.6666666666666665,18.0,1.78884,0.0700368,0.0,1.55004,0.0444204,0.0,1.20383,0.0452498,0.0,3.498997499999999e-18,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/stft/female/plots/compare_cdf_pdf_layer_3.jpg,7281120.0,1,GenGamma,,,
138,4,ravdess,1e5geoim,stft,,female,speech,17.629488,14.100173,24.127335,8873865.0,0.2,-0.9,0.2,-0.86,0.0048506698949497,0.0047797788697115,0.0004558867913672,0.002706048071053,263223.0,110.88192,30.594269,404.36694,0.0,0.019437741382522015,0.1,0.4,0.9999999999999998,13.999999999999998,1.07744,0.0799674,0.0,0.933432,0.0551083,0.0,0.716219,0.0551146,0.0,7.224363099999999e-57,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/stft/female/plots/compare_cdf_pdf_layer_4.jpg,8873865.0,1,GenGamma,,,
139,5,ravdess,1e5geoim,stft,,female,speech,14.634543,11.555134,19.504923,10466610.0,0.1,-0.3,0.1,-0.33,1.1827408933588564e-11,0.0046305864134636,0.0004197704038829,0.003915865318812,122655.0,103.76507,40.176952,325.17514,1.0,0.002341555502970844,0.08,0.2,2.9999999999999996,20.0,0.747315,0.0776356,0.0,0.656291,0.0528693,0.0,0.499918,0.0515088,0.0,7.865051799999995e-140,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/stft/female/plots/compare_cdf_pdf_layer_5.jpg,10466610.0,1,GenGamma,,,
140,6,ravdess,1e5geoim,stft,,female,speech,13.730835,10.35365,22.908894,12514425.0,0.1,-0.3,0.1,-0.27,5.652933662524846e-12,0.0059080854165136,0.0003838935319597,0.0058579787954601,54994.0,287.50412,42.64864,974.3539,1.0,0.0016244701483828148,0.08,0.2,3.4999999999999996,20.0,0.659568,0.0745503,0.0,0.579634,0.049913,0.0,0.441055,0.0485691,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/stft/female/plots/compare_cdf_pdf_layer_6.jpg,12514425.0,1,GenGamma,,,
141,7,ravdess,1e5geoim,stft,,female,speech,5.8308163,4.4563074,8.642584,15017310.0,0.1,-0.2,0.08,0.1,1.0932025970355889e-17,0.0062613744527233,0.0003504463049059,0.0052251176460859,65992.0,175.56964,43.45956,619.26953,1.0,0.00137691447780624,0.08,0.2,3.4999999999999996,21.25,0.462692,0.0733079,0.0,0.40775,0.0486457,0.0,0.310096,0.047042,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/stft/female/plots/compare_cdf_pdf_layer_7.jpg,15017310.0,1,GenGamma,,,
142,8,ravdess,1e5geoim,stft,,female,speech,1.5081885,0.9384969,4.608819,17975265.0,0.1,0.0,0.08,0.4,3.5022941720112763e-19,0.0064031092396649,0.0003203178126554,0.0058386181423139,52660.0,2529.463,42.00993,3959.2922,1.0,0.0012835311534623646,0.08,0.2,4.0,23.749999999999996,0.24192,0.0684414,0.0,0.214699,0.0433443,0.0,0.16432,0.0410925,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geoim/stft/female/plots/compare_cdf_pdf_layer_8.jpg,17975265.0,1,GenGamma,,,
